tag,t,label,occupancy,top_row,spread,head_mm,dist_mm,slump,recline,drowsy,nod_rate,phi,delta
,1747.893,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.24,0.771,0.229
,1747.909,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.24,0.771,0.229
,1747.913,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.24,0.771,0.229
,1747.917,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.24,0.771,0.229
,1747.921,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.23,0.771,0.229
,1747.926,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.270,3.23,0.771,0.229
,1747.930,UPRIGHT,0.5772,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.269,3.23,0.771,0.229
,1747.940,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.318,0.229
,1747.944,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.771,0.229
,1747.948,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.771,0.229
,1747.955,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.771,0.229
,1747.960,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.771,0.229
,1747.964,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.771,0.229
,1747.971,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.771,0.229
,1747.976,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.23,0.772,0.228
,1747.980,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.22,0.772,0.228
,1747.984,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.22,0.772,0.228
,1747.989,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.22,0.772,0.228
,1747.993,UPRIGHT,0.6107,0.0000,1.0000,248.5,-23.3,0.000,0.000,0.269,3.22,0.772,0.228
,1748.003,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.22,0.726,0.228
,1748.008,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.22,0.772,0.228
,1748.012,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.22,0.772,0.228
,1748.017,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.22,0.772,0.228
,1748.034,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.22,0.772,0.228
,1748.039,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.21,0.772,0.228
,1748.044,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.21,0.772,0.228
,1748.049,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.21,0.772,0.228
,1748.053,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.21,0.772,0.228
,1748.057,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.21,0.773,0.227
,1748.065,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.268,3.21,0.773,0.227
,1748.069,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.21,0.773,0.227
,1748.074,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.21,0.773,0.227
,1748.078,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.21,0.773,0.227
,1748.082,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.21,0.773,0.227
,1748.087,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.21,0.773,0.227
,1748.091,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.21,0.773,0.227
,1748.095,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.20,0.773,0.227
,1748.112,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.20,0.773,0.227
,1748.117,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.20,0.773,0.227
,1748.121,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.20,0.773,0.227
,1748.125,UPRIGHT,0.6133,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.20,0.773,0.227
,1748.130,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.20,0.700,0.227
,1748.134,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.267,3.20,0.773,0.227
,1748.142,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.20,0.774,0.226
,1748.147,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.20,0.774,0.226
,1748.151,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.20,0.774,0.226
,1748.157,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.162,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.167,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.172,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.176,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.180,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.189,UPRIGHT,0.6076,0.0000,1.0000,252.0,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.193,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.266,3.19,0.353,0.226
,1748.197,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.201,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.206,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.266,3.19,0.774,0.226
,1748.211,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.265,3.19,0.774,0.226
,1748.215,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.265,3.18,0.774,0.226
,1748.235,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.265,3.18,0.775,0.225
,1748.242,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.265,3.18,0.775,0.225
,1748.247,UPRIGHT,0.5767,0.0000,1.0000,279.1,-23.3,0.000,0.000,0.265,3.18,0.775,0.225
,1748.267,UPRIGHT,0.6111,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.265,3.18,0.000,0.225
,1748.274,UPRIGHT,0.6111,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.265,3.17,0.775,0.225
,1748.282,UPRIGHT,0.6111,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.775,0.225
,1748.298,UPRIGHT,0.6111,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.775,0.225
,1748.305,UPRIGHT,0.6111,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.776,0.224
,1748.310,UPRIGHT,0.6111,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.776,0.224
,1748.314,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.000,0.224
,1748.318,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.776,0.224
,1748.323,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.776,0.224
,1748.327,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.17,0.776,0.224
,1748.332,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.16,0.776,0.224
,1748.336,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.16,0.776,0.224
,1748.340,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.16,0.776,0.224
,1748.345,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.264,3.16,0.776,0.224
,1748.361,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.16,0.776,0.224
,1748.376,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.16,0.776,0.224
,1748.383,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.16,0.776,0.224
,1748.391,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.16,0.777,0.223
,1748.395,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.15,0.777,0.223
,1748.399,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.15,0.777,0.223
,1748.406,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.15,0.777,0.223
,1748.411,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.15,0.777,0.223
,1748.416,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.263,3.15,0.777,0.223
,1748.422,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.262,3.15,0.777,0.223
,1748.427,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.262,3.15,0.777,0.223
,1748.431,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.262,3.15,0.777,0.223
,1748.438,UPRIGHT,0.2897,0.0000,1.0000,263.0,-23.3,0.000,0.000,0.262,3.15,0.777,0.223
,1748.443,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.15,0.217,0.223
,1748.447,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.15,0.777,0.223
,1748.454,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.777,0.223
,1748.458,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.777,0.223
,1748.462,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.777,0.223
,1748.469,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.777,0.223
,1748.474,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.777,0.223
,1748.478,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.778,0.222
,1748.485,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.778,0.222
,1748.489,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.778,0.222
,1748.493,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.262,3.14,0.778,0.222
,1748.498,UPRIGHT,0.3258,0.0000,1.0000,394.4,-23.3,0.000,0.000,0.261,3.14,0.778,0.222
,1748.517,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.261,3.13,0.000,0.222
,1748.522,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.261,3.13,0.778,0.222
,1748.527,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.261,3.13,0.778,0.222
,1748.547,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.261,3.13,0.778,0.222
,1748.552,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.261,3.13,0.778,0.222
,1748.563,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.261,3.13,0.779,0.221
,1748.568,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.13,0.779,0.221
,1748.573,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.13,0.779,0.221
,1748.577,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.593,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.598,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.602,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.607,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.612,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.616,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.620,UPRIGHT,0.5895,0.0000,1.0000,274.9,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.625,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.260,3.12,0.000,0.221
,1748.630,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.634,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.260,3.12,0.779,0.221
,1748.639,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.260,3.11,0.779,0.221
,1748.644,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.259,3.11,0.779,0.221
,1748.649,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.259,3.11,0.780,0.220
,1748.653,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.259,3.11,0.780,0.220
,1748.657,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.259,3.11,0.780,0.220
,1748.662,UPRIGHT,0.7937,0.0000,1.0000,206.2,-23.3,0.000,0.000,0.259,3.11,0.780,0.220
,1748.666,UPRIGHT,0.7937,0.0000,1.0000,206.2,-25.4,0.000,0.000,0.259,3.11,0.780,0.220
,1748.670,UPRIGHT,0.7937,0.0000,1.0000,206.2,-27.5,0.000,0.000,0.259,3.11,0.780,0.220
,1748.675,UPRIGHT,0.7937,0.0000,1.0000,206.2,-27.5,0.000,0.000,0.259,3.11,0.780,0.220
,1748.688,UPRIGHT,0.7937,0.0000,1.0000,206.2,-27.5,0.000,0.000,0.259,3.11,0.780,0.220
,1748.704,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.259,3.10,0.000,0.220
,1748.709,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.259,3.10,0.780,0.220
,1748.713,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.259,3.10,0.780,0.220
,1748.719,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.258,3.10,0.780,0.220
,1748.724,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.258,3.10,0.780,0.220
,1748.728,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.258,3.10,0.780,0.220
,1748.735,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.258,3.10,0.780,0.220
,1748.740,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.258,3.10,0.781,0.219
,1748.744,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.258,3.10,0.781,0.219
,1748.748,UPRIGHT,0.3571,0.0000,1.0000,504.0,-27.5,0.000,0.000,0.258,3.10,0.781,0.219
,1748.752,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.258,3.10,0.603,0.219
,1748.757,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.258,3.10,0.781,0.219
,1748.761,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.258,3.09,0.781,0.219
,1748.781,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.258,3.09,0.781,0.219
,1748.785,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.258,3.09,0.781,0.219
,1748.790,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.258,3.09,0.781,0.219
,1748.796,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.257,3.09,0.781,0.219
,1748.800,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.257,3.09,0.781,0.219
,1748.805,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.257,3.09,0.781,0.219
,1748.809,UPRIGHT,0.3611,0.0000,1.0000,453.6,-27.5,0.000,0.000,0.257,3.09,0.781,0.219
,1748.813,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.09,0.265,0.219
,1748.818,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.09,0.781,0.219
,1748.822,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.09,0.781,0.219
,1748.826,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.08,0.782,0.218
,1748.831,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.08,0.782,0.218
,1748.843,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.08,0.782,0.218
,1748.848,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.08,0.782,0.218
,1748.858,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.08,0.782,0.218
,1748.863,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.08,0.782,0.218
,1748.867,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.257,3.08,0.782,0.218
,1748.871,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.08,0.782,0.218
,1748.875,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.08,0.782,0.218
,1748.880,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.08,0.782,0.218
,1748.884,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.08,0.782,0.218
,1748.889,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.782,0.218
,1748.894,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.782,0.218
,1748.899,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.782,0.218
,1748.903,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.782,0.218
,1748.908,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.782,0.218
,1748.920,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.783,0.217
,1748.925,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.783,0.217
,1748.929,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.783,0.217
,1748.936,UPRIGHT,0.3302,0.0000,1.0000,432.0,-27.5,0.000,0.000,0.256,3.07,0.783,0.217
,1748.940,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.256,3.07,0.000,0.217
,1748.944,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.07,0.783,0.217
,1748.949,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.07,0.783,0.217
,1748.967,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.06,0.783,0.217
,1748.973,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.06,0.783,0.217
,1748.982,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.06,0.783,0.217
,1748.986,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.06,0.783,0.217
,1748.990,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.06,0.783,0.217
,1748.994,UPRIGHT,0.6111,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.06,0.783,0.217
,1749.013,UPRIGHT,0.6089,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.06,0.444,0.216
,1749.020,UPRIGHT,0.6089,0.0000,1.0000,266.8,-27.5,0.000,0.000,0.255,3.05,0.784,0.216
,1749.026,UPRIGHT,0.6089,0.0000,1.0000,266.8,-31.5,0.000,0.000,0.254,3.05,0.784,0.216
,1749.030,UPRIGHT,0.6089,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.034,UPRIGHT,0.6089,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.039,UPRIGHT,0.6089,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.044,UPRIGHT,0.6089,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.048,UPRIGHT,0.6089,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.053,UPRIGHT,0.6089,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.058,UPRIGHT,0.6089,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.062,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.484,0.216
,1749.067,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.071,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.075,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.05,0.784,0.216
,1749.080,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.04,0.784,0.216
,1749.092,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.04,0.784,0.216
,1749.097,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.254,3.04,0.785,0.215
,1749.108,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.785,0.215
,1749.112,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.785,0.215
,1749.117,UPRIGHT,0.5922,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.785,0.215
,1749.123,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.000,0.215
,1749.127,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.785,0.215
,1749.131,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.785,0.215
,1749.139,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.785,0.215
,1749.143,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.04,0.785,0.215
,1749.147,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.03,0.785,0.215
,1749.154,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.03,0.785,0.215
,1749.159,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.03,0.785,0.215
,1749.163,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.03,0.785,0.215
,1749.170,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.03,0.785,0.215
,1749.175,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.253,3.03,0.785,0.215
,1749.179,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.03,0.785,0.215
,1749.183,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.03,0.785,0.215
,1749.201,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.03,0.786,0.214
,1749.206,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.03,0.786,0.214
,1749.210,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.02,0.786,0.214
,1749.216,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.02,0.786,0.214
,1749.220,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.02,0.786,0.214
,1749.224,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.02,0.786,0.214
,1749.228,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.02,0.786,0.214
,1749.233,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.02,0.786,0.214
,1749.248,UPRIGHT,0.6424,0.0000,1.0000,266.8,-35.6,0.000,0.000,0.252,3.02,0.786,0.214
